index,date,year,month,day,text,multi_labels,hier_label
28741,2020-10-29 12:10:09,2020,10,29,"Лукашенко заявил, что полномочия его помощников в регионах Белоруссии будут значительно расширены","['Политика', 'Международные отношения']","['Политика', 'Внутренняя политика']"
104338,2022-10-03 17:10:28,2022,10,3,"Швейцарский банк Сredit Suisse, акции которого резко упали на опасениях по поводу его финансовой устойчивости, теперь может быть поглощен крупным конкурентом или спасен властями, считает аналитик банка Swissquote Озкардеская","['Экономика', 'Международные отношения']","['Экономика', 'Финансы']"
154798,2024-08-06 09:03:30,2024,8,6,"Иран ""заметно"" готовится к удару по Израилю, а перемещение ракетных установок указывает на то, что он может предпринять атаку в ближайшие дни, в то время как США просят Тегеран не обострять конфликт, утверждает Wall Street Journal","['Международные отношения', 'Происшествия', 'Политика']","['Международные отношения', 'Ближний Восток']"
153160,2024-07-16 15:34:27,2024,7,16,"Суд заочно приговорил бывшего адвоката Марка Фейгина* к 11 годам колонии за фейки о российской армии

","['Происшествия', 'Политика', 'Общество']","['Происшествия', 'Уголовные дела']"
64234,2021-09-21 21:47:40,2021,9,21,"Путин назначил Всеволода Вуколова (ранее замминистра труда) заместителем министра юстиции.

Вуколов на новой должности будет курировать работу ФСИН, сообщил Минюст.","['Политика', 'Общество']","['Политика', 'Кадровые перестановки']"
161251,2024-10-16 11:00:53,2024,10,16,"Израильские ВВС наносят массированные удары по городу Набатия на юге Ливана, сообщили РИА Новости очевидцы.

В соцсетях публикуют кадры, предположительно, последствий атаки.","['Происшествия', 'Международные отношения']","['Происшествия', 'Военные действия']"
125543,2023-08-07 13:14:54,2023,8,7,"Национальный банк Украины в своем новом прогнозе указал, что активные боевые действия завершатся к середине 2024.

НБУ указывает также, что в этом году на Украину вернутся 100 тысяч человек, в следующем - 500 тысяч, в 2025 - 800 тысяч.","['Экономика', 'Происшествия', 'Общество']","['Экономика', 'Прогнозы']"
119131,2023-05-06 07:09:38,2023,5,6,"Российские военные находятся в полной боеготовности в Запорожской области, создано несколько линий обороны, сообщил РИА Новости Рогов","['Происшествия', 'Региональные новости', 'Международные отношения']","['Происшествия', 'Военные действия']"
120545,2023-05-29 17:26:46,2023,5,29,"Госдума 13 июня рассмотрит проект о блокировке сайтов, занимающихся сбором средств для украинских военных, рассказал РИА Новости источник.

Проект был внесен в Госдуму в сентябре прошлого года, он предполагает дополнения в закон ""Об информации"".","['Политика', 'Технологии', 'Международные отношения']","['Политика', 'Законодательство']"
44260,2021-03-26 14:55:49,2021,3,26,"В России в центре внимания - матч Англия - Сан-Марино. Англичане крупно выиграли 5:0. Но обсуждают не счет, а то, что российская бригада арбитров во главе с Левниковым преклонила колено в знак поддержки  Black Lives Matter.

(Неделю назад другой российский судья на матче""Манчестер Сити"" - ""Боруссия"" не стал это делать)

На видео - тот самый момент.","['Спорт', 'Общество', 'Политика']","['Спорт', 'Футбол']"
77463,2022-01-23 10:54:51,2022,1,23,"Интенсивная стрельба была слышна в двух военных лагерях в столице Буркина-Фасо, сообщает RFI.

В одном из лагерей находится тюрьма, где содержится генерал Жильбер Дьендере, осужденный за попытку переворота в 2015.","['Происшествия', 'Международные отношения']","['Происшествия', 'Военные действия']"
115122,2023-03-02 12:18:00,2023,3,2,❗️Власти Брянской области подтвердили РИА Новости инцидент с диверсионной группой в Климовском районе,"['Происшествия', 'Региональные новости']","['Происшествия', 'Диверсии']"
11293,2020-04-29 16:35:31,2020,4,29,Собянин сообщил о запуске в Москве сервиса для диагностики коронавируса и пневмонии с помощью . Ее точность выше 90%.,"['Технологии', 'Общество', 'Региональные новости']","['Технологии', 'Искусственный интеллект']"
34418,2020-12-21 11:22:29,2020,12,21,"Тела более 1 тыс погибших обнаружены в зоне карабахского конфликта, сообщили в госслужбе непризнанного Карабаха по чрезвычайным ситуациям","['Происшествия', 'Международные отношения']","['Происшествия', 'Военные действия']"
152453,2024-07-08 12:53:57,2024,7,8,"Премьер Венгрии Орбан опубликовал видео про третью остановку своей мирной миссии - Пекин.

В ролике Орбан говорит, что разрешать кризис должны стороны конфликта, но США, Китай и ЕС имеют решающее влияние на его окончание.","['Международные отношения', 'Политика']","['Международные отношения', 'Мирные инициативы']"
6019,2020-03-30 12:01:46,2020,3,30,Собянин:  меры самоизоляции для борьбы с распространением коронавируса,"['Общество', 'Политика', 'Региональные новости']","['Общество', 'Здравоохранение']"
130703,2023-10-23 05:20:26,2023,10,23,"У российской системы ПВО уже появился опыт взаимодействия с поставленными Киеву ракетами ATACMS, заявил РИА Новости советник главы ДНР Гагин","['Происшествия', 'Международные отношения', 'Технологии']","['Происшествия', 'Военные действия']"
77877,2022-01-26 10:00:35,2022,1,26,"В Италии за два первых тура так и не смогли избрать президента. Сегодня парламент проведет третий. Для Италии это не редкость, иногда доходит до нескольких десятков туров.","['Политика', 'Международные отношения']","['Политика', 'Выборы']"
159365,2024-09-25 17:57:46,2024,9,25,"❗️Зеленский признал, что все ТЭС на Украине уничтожены","['Происшествия', 'Экономика', 'Политика']","['Происшествия', 'Военные действия']"
93412,2022-05-17 20:44:32,2022,5,17,"Россия не допустит развязывания третьей мировой войны, но в случае нападения на страну даст сверхмощный ответ, заявил Медведев","['Политика', 'Происшествия', 'Международные отношения']","['Политика', 'Военная политика']"
108791,2022-11-24 09:00:00,2022,11,24,Инспекторы МАГАТЭ провели замеры после обстрела территории Запорожской АЭС - фон в норме,"['Происшествия', 'Международные отношения', 'Технологии']","['Происшествия', 'Аварии']"
112527,2023-01-23 12:31:01,2023,1,23,"Никаких условий для переговоров России и Украины сейчас нет ни де-факто, ни де-юре, заявил Песков","['Политика', 'Международные отношения']","['Политика', 'Переговоры']"
124314,2023-07-20 08:10:09,2023,7,20,"Столичные следователи раскрыли убийство подростка на юге Москвы, к нему оказался причастен его знакомый 2010 г.р., подросток дал признательные показания, найдены улики, сообщили в СК. 

Тело 11-летнего ребенка с признаками насильственной смерти обнаружили в парковой зоне в районе Каширского шоссе на юге Москвы. По данным следствия, накануне ушел гулять со сверстником и домой не вернулся.","['Происшествия', 'Общество', 'Региональные новости']","['Происшествия', 'Убийства']"
156575,2024-08-26 00:07:01,2024,8,26,"Петербург, Новосибирская область и Москва лидируют в рейтинге регионов России по доле занятых в сфере малого и среднего бизнеса в 2023. Аутсайдеры - Ингушетия, ЯНАО и Чукотка.","['Экономика', 'Региональные новости']","['Экономика', 'Региональная экономика']"
71781,2021-12-03 00:56:56,2021,12,3,Cан-Марино и Россия отказались от виз. Лавров и госсекретарь по иностранным делам республики Лука Беккари в Стокгольме подписали соглашение об их отмене.,"['Международные отношения', 'Политика', 'Общество']","['Международные отношения', 'Визовая политика']"
105213,2022-10-12 11:30:09,2022,10,12,"Пользователи ""ВКонтакте"" жалуются на сбои","['Технологии', 'Общество']","['Технологии', 'Интернет']"
151802,2024-06-30 17:09:18,2024,6,30,"Новый глава МИД Белоруссии Максим Рыженков поговорил по телефону с Лавровым, сообщает белорусское внешнеполитическое ведомство. 

Обсуждались график белорусско-российских контактов, двустороннее сотрудничество и взаимодействие стран с различными международными организациями.","['Международные отношения', 'Политика']","['Международные отношения', 'Отношения с Беларусью']"
56375,2021-07-09 21:08:51,2021,7,9,"Байден заявил, что разговор с Путиным прошел хорошо и что он настроен оптимистично","['Международные отношения', 'Политика']","['Международные отношения', 'Отношения с США']"
22780,2020-08-25 16:54:15,2020,8,25,"Синод РПЦ принял прошение патриаршего экзарха всея Беларуси митрополита Павла об освобождении от должности, заявил представитель РПЦ Легойда","['Культура', 'Общество', 'Международные отношения']","['Культура', 'Религия']"
118067,2023-04-19 11:27:48,2023,4,19,"Союз православных журналистов Украины сообщил, что на территорию Киево-Печерской лавры пришла полиция и блокирует вход в помещения","['Культура', 'Общество', 'Происшествия']","['Культура', 'Религия']"
50740,2021-05-25 19:32:44,2021,5,25,"Белорусская «Белавиа» из-за запрета властей Украины на выполнение рейсов отменяет полеты в Киев, Львов, Одессу и Харьков с 26 мая по 31 августа","['Международные отношения', 'Экономика', 'Происшествия']","['Международные отношения', 'Отношения с Украиной']"
97592,2022-07-06 11:04:42,2022,7,6,"Хранилище ""Газпрома"" в Хайдахе до сих пор не заполнено - заявил канцлер Австрии","['Экономика', 'Международные отношения']","['Экономика', 'Энергетика']"
95449,2022-06-10 08:26:54,2022,6,10,В ЛНР с 17 февраля из-за действий украинских войск  в т.ч. 17 детей - представительство в СЦКК,"['Происшествия', 'Региональные новости', 'Международные отношения']","['Происшествия', 'Военные действия']"
67540,2021-10-21 22:16:20,2021,10,21,"Отказ  от прививок против COVID-19 среди тех работников, для которых это обязательно, грозит переводом на удаленку или отстранением от работы, предупредили в вологодском Роспотребнадзоре","['Общество', 'Политика', 'Экономика']","['Общество', 'Здравоохранение']"
43445,2021-03-19 15:57:25,2021,3,19,"- по квоте президента -

2. глава аппарата Общественной палаты Павел Андреев
3. член совета по правам человека Игорь Борисов
4. сотрудник администрации Кремля Наталья Бударина
5. декан факультета политологии МГУ Андрей Шутов

- по квоте Госдумы -

2. глава аппарата фракции ЕР Константин Мазуревский
4. Александр Курдюмов (от ЛДПР)
- по квоте Совфеда -

4. глава орловского избиркома Людмила Маркина
5. экс-глава Мособлизбиркома Эльмира Хаймурзина",['Политика'],"['Политика', 'Государственные органы']"
124740,2023-07-26 14:10:03,2023,7,26,"Глава МИД Китая Ван И, назначенный на этот пост только вчера, совершил первый визит в новой должности - встретился в Анкаре с турецким коллегой, ожидается, что его примет Эрдоган.

Ван И уже возглавлял китайский МИД и проработал на этом посту почти 10 лет - с марта 2013 по декабрь 2022.","['Международные отношения', 'Политика']","['Международные отношения', 'Дипломатия']"
163866,2024-11-14 07:34:54,2024,11,14,"Силы ПВО за ночь сбили по одному украинскому беспилотнику над Курской и Белгородской областями, сообщило Минобороны России","['Происшествия', 'Региональные новости', 'Международные отношения']","['Происшествия', 'Военные действия']"
51800,2021-06-04 08:31:57,2021,6,4,Сегодня на пленарной сессии ПМЭФ выступает Путин. Самые яркие его цитаты с прежних питерских форумов.,"['Политика', 'Экономика']","['Политика', 'Внутренняя политика']"
153204,2024-07-17 03:33:01,2024,7,17," сообщили РИА Новости в госкорпорации ""Ростех"".

Там пояснили, что ударная волна этой трехтонной фугасной авиабомбы позволяет уничтожить взводный опорный пункт ВСУ.","['Технологии', 'Происшествия']","['Технологии', 'Военные технологии']"
109794,2022-12-08 17:49:20,2022,12,8,"Изначально США хотели обменять Бута на Грайнер и Уилана, рассказал адвокат россиянина","['Международные отношения', 'Происшествия']","['Международные отношения', 'Обмен заключенными']"
43326,2021-03-18 20:48:14,2021,3,18,"В России готовят законопроект, который обяжет крупные   создавать и соблюдать ""ряд требований и условий"", объяснил Хинштейн.

""Мы предполагаем, что речь пойдет не только об интернет-ресурсах, но и возможно что будет шире"", - сказал он.","['Технологии', 'Политика', 'Экономика']","['Технологии', 'Законодательство']"
54539,2021-06-25 18:29:50,2021,6,25,"Росавиация назвала фейком сообщения о том, что из-за коронавируса ограничивается приобретение авиабилетов","['Общество', 'Экономика', 'Политика']","['Общество', 'Здравоохранение']"
62874,2021-09-10 13:22:22,2021,9,10,"Интеграция с Россией добавит Белоруссии 1,5% роста ВВП в год, оценивает российский Минэк","['Экономика', 'Международные отношения']","['Экономика', 'Макроэкономика']"
145696,2024-04-19 01:36:50,2024,4,19,"Американский банк JPMorgan Chase подал иск в суд на ВТБ, чтобы оспорить его попытки со счета, заблокированного из-за введенных против России санкций. Подробности - в ","['Экономика', 'Международные отношения', 'Происшествия']","['Экономика', 'Финансы']"
39874,2021-02-15 21:39:30,2021,2,15,"Около 65% московских дорог, переулков, а также более половины дворов очищено от снега, рассказал заммэра Бирюков","['Общество', 'Региональные новости']","['Общество', 'Городское хозяйство']"
82397,2022-02-24 15:01:04,2022,2,24,Макрон решил привести в состояние повышенной готовности все службы кибербезопасности из-за ситуации на Украине,"['Политика', 'Технологии', 'Международные отношения']","['Политика', 'Национальная безопасность']"
63990,2021-09-20 12:04:27,2021,9,20,"Российские выборы прошли на широкой конкурентной основе, жалоб по освещению кампании не поступало, заявила миссия наблюдателей ШОС","['Политика', 'Международные отношения']","['Политика', 'Выборы']"
118631,2023-04-28 10:03:18,2023,4,28,"В Хакасии простились с депутатом Верховного совета республики Дмитрием Ивановым, погибшим при исполнении воинского долга.

Иванов в феврале отправился добровольцем в зону спецоперации, служил в группе ""Вагнер"". У него остались вдова и пятеро детей. Глава Хакасии предложил назвать в честь Иванова одну из улиц в городе Черногорске.","['Происшествия', 'Политика', 'Региональные новости']","['Происшествия', 'Военные действия']"
129639,2023-10-07 16:59:00,2023,10,7,"В Израиле погибли по меньшей мере 100 человек, 900 пострадали, сообщают израильские СМИ","['Происшествия', 'Международные отношения']","['Происшествия', 'Военные действия']"
1109,2020-01-29 05:49:41,2020,1,29,"Гонконгская биржа открылась после новогодних каникул обвалом до 3% на фоне эпидемии коронавируса.

За 4 выходных дня, пока не было торгов, число зараженных выросло почти в 7 раз, число погибших - в 5 раз.","['Экономика', 'Общество', 'Международные отношения']","['Экономика', 'Фондовый рынок']"
4624,2020-03-23 07:00:06,2020,3,23,"Первые кадры выписки из ""Коммунарки"" - на видео, переданном РИА Новости одной из пациенток.

По её словам, выписывают после второго отрицательного теста: все занимает меньше часа, выдают медкарту с результатами анализов и закрытый больничный.

Дома наступает ощущение, что ""мир снаружи поменялся и очень сильно"", говорит Катерина, добавляя, что в больнице ей было безопаснее: ""Паники у меня никакой нет. Просто появилось больше забот. Там было беззаботно"".","['Общество', 'Происшествия']","['Общество', 'Здравоохранение']"
130192,2023-10-14 14:48:43,2023,10,14,Акция с требованием освободить заложников ХАМАС проходит у здания Минобороны Израиля в Тель-Авиве,"['Общество', 'Происшествия', 'Международные отношения']","['Общество', 'Протесты']"
47848,2021-04-26 19:27:51,2021,4,26,Суд в Москве арестовал на 9 суток члена Либертарианской партии Светова и взыскал с него 30 тыс руб по двум административным протоколам о нарушениях на публичных акциях,"['Происшествия', 'Политика', 'Общество']","['Происшествия', 'Правонарушения']"
144488,2024-04-08 11:25:09,2024,4,8,"❗️Путин утром заслушал доклады по ситуации с паводками, сообщил Песков.

Президенту доложили губернаторы Оренбургской, Курганской и Тюменской областей, а также глава МЧС.

Кроме того, президент поручил создать специальную комиссию, ее возглавит министр Куренков.","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Государственное управление']"
3393,2020-03-11 18:04:34,2020,3,11,Суд в США приговорил продюсера Харви Вайнштейна к 23 годам тюрьмы,"['Происшествия', 'Культура', 'Международные отношения']","['Происшествия', 'Уголовные дела']"
154615,2024-08-02 23:20:58,2024,8,2,"

В Житомирской области на Украине в рамках так называемой декоммунизации ""из скульптуры советского вождя сделали памятник украинскому поэту"" Тарасу Шевченко, заменив лишь голову постамента.

Об этом пишет местное издание ""Страна"".","['Культура', 'Политика', 'Региональные новости']","['Культура', 'Памятники']"
158102,2024-09-11 09:49:17,2024,9,11,"Илон Маск заявил, что Харрис  в ходе дебатов, но Трамп, по мнению миллиардера, будет лучше как президент.



Все подробности о прошедших ,  и в целом о предстоящих американских выборах - в нашем канале .","['Политика', 'Международные отношения']","['Политика', 'Выборы']"
53185,2021-06-16 18:57:05,2021,6,16,Путин об атмосфере прошедшего саммита,"['Политика', 'Международные отношения']","['Политика', 'Дипломатия']"
26476,2020-10-09 02:36:15,2020,10,9,"в 2016 году о полученных данных российской разведки о том, что  приписав ему связи с российскими властями. 

Директор национальной разведки США рассекретил записи тогдашнего директора ЦРУ о брифинге, где затрагивалась эта тема. Также рассекречена бумага на этот счет из ЦРУ в контрразведку ФБР. Документы, касающиеся ""оценок российской разведки"", были рассекречены ранее — 30 сентября, теперь же стало известно, что о них докладывали Обаме.","['Политика', 'Международные отношения', 'Происшествия']","['Политика', 'Спецслужбы']"
77574,2022-01-24 15:55:41,2022,1,24,"США изучают возможность перебросить часть войск из Западной Европы в Восточную в предстоящие недели, передают западные агентства","['Международные отношения', 'Происшествия']","['Международные отношения', 'Военное сотрудничество']"
129486,2023-10-05 18:09:56,2023,10,5,"США лишь подписали документ о запрете испытаний ядерного оружия, Москва же, в отличие от Штатов, подписала и ратифицировала, напомнил Путин","['Политика', 'Международные отношения']","['Политика', 'Военная политика']"
87665,2022-03-23 16:21:11,2022,3,23,"Невеста Ассанжа и мать его двоих детей Стелла Морис прибыла в британскую тюрьму Белмарш на свадьбу.

За наряды новобрачных отвечает британский модный дом Вивьен Вествуд. Торжество пройдет в окружении небольшого числа членов семьи и друзей пары - на церемонию допущены только 4 гостя и 2 свидетеля, а также 2 охранника.","['Общество', 'Происшествия', 'Международные отношения']","['Общество', 'Правосудие']"
7195,2020-04-06 12:51:19,2020,4,6,"Структура ""Ростеха"" назначена ответственной за снабжение регионов масками, перчатками и респираторами","['Экономика', 'Общество', 'Политика']","['Экономика', 'Государственные закупки']"
154120,2024-07-29 11:10:44,2024,7,29,"Склад с печатной продукцией и красками горит в Ярославле на площади в тысячу квадратных метров, пострадавших нет, сообщило МЧС России","['Происшествия', 'Региональные новости']","['Происшествия', 'Пожары']"
142858,2024-03-23 21:16:39,2024,3,23,"Обстановка у «Крокуса» в субботу вечером: стихийный мемориал в память о жертвах теракта, крест, печенье от волонтеров","['Происшествия', 'Общество', 'Региональные новости']","['Происшествия', 'Терроризм']"
82202,2022-02-24 10:09:58,2022,2,24,Зеленский призвал мировых лидеров ввести санкции против Путина,"['Политика', 'Международные отношения']","['Политика', 'Санкции']"
164029,2024-11-15 16:16:55,2024,11,15,❗️ Глава комитета по защите суверенитета Абхазии просит оппозиционеров ,"['Политика', 'Региональные новости']","['Политика', 'Внутренняя политика']"
77174,2022-01-20 13:15:14,2022,1,20,"В Краснодаре по обвинению в убийствах, стрельбе по полиции, разбое и кражах задержан ""любимый зять"" из TikTok Алексей Щетинин – в вирусном ролике к нему мчалась пить пиво теща.

В 2020 полицейские остановили его в Анапе для проверки документов. Мужчина открыл огонь, ранив их, и скрылся. Позже выяснилось, что он также может быть причастен к убийству в Ахтанизовской - тогда он, проникнув в дом мужчины, расстрелял его и украл ювелирные украшения.","['Происшествия', 'Общество', 'Региональные новости']","['Происшествия', 'Уголовные дела']"
56569,2021-07-12 12:28:10,2021,7,12,МИД Австрии призвал Еврокомиссию принять меры в ответ на попытки ряда стран использовать мигрантов как оружие,"['Международные отношения', 'Политика', 'Общество']","['Международные отношения', 'Миграция']"
154495,2024-08-01 20:17:01,2024,8,1,"❗️При обмене из России выехали ряд осужденных за шпионаж граждан и ряд россиян с двойным гражданством, сообщил источник в российском компетентном ведомстве.

Иностранная сторона проявила интерес к россиянам, которых на западе представляли как оппозицию, отметил он.

Такое внимание к ним понятно и объяснимо, они были на связи с кураторами из западных спецслужб, , подчеркнул источник.","['Международные отношения', 'Происшествия', 'Политика']","['Международные отношения', 'Обмен заключенными']"
115282,2023-03-05 11:00:54,2023,3,5,"Сталина, вопреки разным мифам, никто не отравлял, рассказал РИА Новости советник директора ФСО, доктор исторических наук Сергей Девятов. 

Сталин умер 70 лет назад своей смертью от инсульта, окончательно рассеять все инсинуации на сей счет могла бы экспертиза. А медицинскую помощь главе советского государства оказали слишком поздно потому, что Сталин запрещал кому-либо входить к нему без разрешения: сотрудники охраны не рискнули войти в комнату, когда Сталин не появился из нее, как это было в обычное время.","['Общество', 'Политика', 'Культура']","['Общество', 'История']"
68927,2021-11-05 06:31:40,2021,11,5,"Коронавирус на утро (данные университета Хопкинса)

Скончались  человек / заразились 1. 🇺🇸 США 751 555 / 46 334 765
2. 🇧🇷 Бразилия 608 671 / 21 849 137
3. Индия 459 652 / 34 321 025
4. 🇲🇽 Мексика 288 887 / 3 814 453
5. Россия 238 784 / 8 533 706
6. 🇵🇪 Перу 200 326 / 2 203 310
7. 🇮🇩 Индонезия 143 500 / 4 246 802
8. 🇬🇧 Британия 141 826 / 9 252 644
9. 🇮🇹 Италия 132 283 / 4 788 704
10. 🇨🇴 Колумбия 127 417 / 5 009 007","['Общество', 'Международные отношения']","['Общество', 'Здравоохранение']"
107810,2022-11-12 13:56:33,2022,11,12,"Городской книжный магазин вновь появился в историческом здании компании ""Зингер"" на Невском проспекте в Санкт-Петербурге. На торжественном открытии были губернатор Беглов и президент Российского книжного союза Степашин.

Старейший книжный магазин Петербурга в 1999 году выселили из этого здания под предлогом его ремонта, однако позже в исторических помещениях открылся коммерческий книжный – с ним смогли расторгнуть договор аренды лишь через суд в 2021 году.","['Культура', 'Экономика', 'Региональные новости']","['Культура', 'Книги']"
131823,2023-11-06 19:26:38,2023,11,6,В Турции СМИ и пользователи соцсетей активно обсуждают кадры со встречи Блинкена и главы МИД Фидана: на них они увидели неуклюжую попытку госсекретаря приобнять турецкого коллегу и нежелание последнего сокращать «социальную дистанцию» с американским визави. Особо внимательные комментаторы даже разглядели на лице Блинкена «реакцию шока».,"['Международные отношения', 'Политика', 'Общество']","['Международные отношения', 'Дипломатия']"
74413,2021-12-27 13:30:23,2021,12,27,"В пресс-службе губернатора Тульской области заявили РИА Новости, что не комментируют сообщения о возможном назначении Дюмина главой МЧС России","['Политика', 'Региональные новости']","['Политика', 'Кадровые перестановки']"
111493,2023-01-03 18:51:08,2023,1,3,Больница в городе Токмак Запорожской области подверглась во вторник удару со стороны украинских войск. Корреспонденты РИА Новости побывали на месте обстрела и обнаружили там обломки ракеты американской системы HIMARS.,"['Происшествия', 'Региональные новости', 'Международные отношения']","['Происшествия', 'Военные действия']"
128912,2023-09-27 01:24:46,2023,9,27,"Совет Федерации пригласит на правительственный час осенней сессии , следует из списка вопросов, который есть у РИА Новости",['Политика'],"['Политика', 'Парламент']"
87104,2022-03-18 22:21:54,2022,3,18,"Минздрав РФ зарегистрировал вакцину против коронавируса ""Конвасэл"" ФМБА","['Общество', 'Технологии', 'Политика']","['Общество', 'Здравоохранение']"
113411,2023-02-06 13:51:01,2023,2,6,"Израиль направит помощь пострадавшим от землетрясения гражданам Сирии, заявил Нетаньяху","['Международные отношения', 'Общество']","['Международные отношения', 'Гуманитарная помощь']"
138464,2024-02-09 15:07:13,2024,2,9,"В Еврокомиссии заявили, что не услышали ничего нового в интервью Путина Такеру Карлсону.

Представитель внешнеполитической службы ЕС также выразила сожаление, что была предоставлена платформа для этого интервью, в котором, по ее оценке, содержались ""старые ложные утверждения"".","['Международные отношения', 'Политика', 'Общество']","['Международные отношения', 'Отношения с ЕС']"
120349,2023-05-26 04:51:26,2023,5,26,"Япония включила в новый санкционный список 17 физических лиц и 78 организаций из России. В частности, туда вошли:

▪️ Авиазаводы ""Урал"", ""Сокол"", ""Комсомольск-на-Амуре"", ""Иркутск"", конструкторское бюро машиностроения, ОДК ""Сатурн""

▪️ Представители командования Вооруженных сил, гендиректор концерна ""Алмаз-Антей"" Новиков, телеведущая Скабеева

Кроме того, Токио со 2 июня вводит запрет на экспорт (для 80 компаний) и на предоставление строительных и инженерных услуг","['Международные отношения', 'Экономика', 'Политика']","['Международные отношения', 'Санкции']"
106852,2022-10-30 17:09:01,2022,10,30,Специальная военная операция. Обстановка на 30 октября.,"['Происшествия', 'Международные отношения']","['Происшествия', 'Военные действия']"
105527,2022-10-15 11:45:25,2022,10,15,"Российский ударный БПЛА ""Ланцет"" уничтожил украинский комплекс ПВО С-300 на запорожском направлении, сообщил РИА Новости источник в силовых структурах РФ. В распоряжение агентства попала аэровидеосъемка поражения.","['Происшествия', 'Международные отношения', 'Технологии']","['Происшествия', 'Военные действия']"
5743,2020-03-28 12:08:54,2020,3,28,"Строительство многофункциональных военных медцентров ведется с опережением графика, первый из них в Нижнем Новгороде сдадут уже к 20 апреля, сообщило Минобороны РФ","['Политика', 'Общество', 'Региональные новости']","['Политика', 'Военная политика']"
68609,2021-11-01 17:42:27,2021,11,1,МИД России: ряд стран прорабатывают возможное ведение боевых действий в космосе,"['Международные отношения', 'Политика', 'Технологии']","['Международные отношения', 'Международная безопасность']"
109745,2022-12-08 06:30:48,2022,12,8,"Коронавирус на утро(данные университета Хопкинса)

Скончались человек / выявлено  заражений

1. 🇺🇸 США 1 083 362 / 99 230 725
2. 🇧🇷 Бразилия 690 229 / 35 396 191
3. Индия 530 638 / 44 673 949
4. Россия 384 494 / 21 329 068
5. 🇲🇽 Мексика 330 602 / 7 148 886
6. 🇵🇪 Перу 217 542 / 4 316 167
7. 🇬🇧 Британия 213 038 / 24 252 201
8. 🇮🇹 Италия 181 733 / 24 488 080
9. 🇫🇷 Франция 160 495 / 38 461 021
10. 🇮🇩 Индонезия 160 112 / 6 689 532","['Общество', 'Международные отношения']","['Общество', 'Здравоохранение']"
152934,2024-07-13 15:46:43,2024,7,13,"В садовом товариществе в Ставрополе горят 10 дачных домов, тушение осложняет жаркая и ветреная погода, сообщает МЧС","['Происшествия', 'Региональные новости']","['Происшествия', 'Пожары']"
